Age,"Standard error"
"8–11 years",0.067
"12–15 years",0.09
"16–19 years",0.074
"20–29 years",0.077
"30–39 years",0.078
"40–49 years",0.074
"50–59 years",0.078
"60–69 years",0.082
"70–79 years",0.08
"80 years and over",0.082
