Age,"Standard error"
"8–11 years",0.074
"12–15 years",0.059
"16–19 years",0.056
"20–29 years",0.055
"30–39 years",0.056
"40–49 years",0.059
"50–59 years",0.063
"60–69 years",0.074
"70–79 years",0.065
"80 years and over",0.072
