Age,"Standard error"
"8–11 years",80.31
"12–15 years",107.63
"16–19 years",103.83
"20–29 years",101.41
"30–39 years",107.44
"40–49 years",112.82
"50–59 years",109.3
"60–69 years",109.69
"70–79 years",94.14
"80 years and over",88.07
