Age,"Standard error"
"8–11 years",57.47
"12–15 years",157.04
"16–19 years",146.48
"20–29 years",148.69
"30–39 years",148.03
"40–49 years",140.87
"50–59 years",141.82
"60–69 years",142.51
"70–79 years",136
"80 years and over",135.05
