| Age                | Standard error |
| ------------------ | -------------- |
| 8–11               | 0.4            |
| 12–15              | 0.3            |
| 16–19              | 0.3            |
| 20–39              | 0.2            |
| 40–59              | 0.2            |
| 60–79              | 0.1            |
| 80+                | 0.2            |
| 20+                | 0.1            |
| 20+ (age adjusted) | 0.1            |
