| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 15.8 | 17   | 17.8 | 19.3 | 22.5 | 26.1 | 28.7 | 30.7 | 33.5 |
| 12–15 | 23.3 | 26.1 | 28.3 | 31.4 | 39.3 | 46.9 | 50.4 | 53.9 | 57.7 |
| 16–19 | 39.7 | 42   | 43.4 | 45.8 | 51.3 | 57.9 | 61.8 | 64.8 | 68.2 |
| 20–39 | 41.9 | 44.7 | 46.5 | 49.6 | 55.1 | 62   | 66.1 | 68.8 | 74.9 |
| 40–59 | 43.6 | 46.5 | 48.5 | 51   | 57   | 62.7 | 66.2 | 68.8 | 72.7 |
| 60–79 | 40.4 | 42.5 | 44.6 | 47.6 | 53   | 59.3 | 62.7 | 65.3 | 68.5 |
| 80+   | 36   | 38.6 | 40.2 | 42.5 | 46.3 | 50.9 | 53.7 | 55.8 | 58.6 |
| 20+   | 41.6 | 44.4 | 46.4 | 49.5 | 55.2 | 61.6 | 65.4 | 68.1 | 72.6 |
