| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 131.7 |
| 7-11 years         | 102.5 |
| 12-17 years        | 115.5 |
| 18-24 years        | 118.1 |
| 25-34 years        | 120.2 |
| 35-44 years        | 129.5 |
| 45-54 years        | 140.9 |
| 55-64 years        | 146.2 |
| 65-74 years        | 153.8 |
| Age-adjusted value | 126.5 |
