| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 23.5 | 23.6 | 23.7 | 23.8 | 23.9 | 24.2 | 24.3 | 24.5 | 25   |
| 12–15 | 23.4 | 23.5 | 23.6 | 23.7 | 23.9 | 24.1 | 24.3 | 24.5 | 24.8 |
| 16–19 | 23.1 | 23.2 | 23.3 | 23.4 | 23.6 | 23.9 | 24   | 24.2 | 24.4 |
| 20–39 | 23   | 23.1 | 23.2 | 23.4 | 23.6 | 23.9 | 24.2 | 24.3 | 24.6 |
| 40–59 | 23.1 | 23.2 | 23.3 | 23.5 | 23.8 | 24.2 | 24.4 | 24.6 | 24.9 |
| 60–79 | 23.1 | 23.3 | 23.4 | 23.6 | 23.9 | 24.3 | 24.6 | 24.8 | 25.1 |
| 80+   | 23   | 23.2 | 23.3 | 23.5 | 23.8 | 24.1 | 24.4 | 24.6 | 24.9 |
| 20+   | 23   | 23.2 | 23.3 | 23.4 | 23.7 | 24.1 | 24.3 | 24.5 | 24.9 |
