Age,"Standard error"
"7-74 years",0.57
"7-11 years",1.34
"12-17 years",0.72
"18-24 years",0.57
"25-34 years",0.62
"35-44 years",0.99
"45-54 years",1.4
"55-64 years",0.83
"65-74 years",0.8
