Age,Mean
"8–11 years",0.9
"12–15 years",1
"16–19 years",1.1
"20–39 years",1.2
"40–59 years",1.2
"60–79 years",1.2
"80 years and older",1.1
"20 years and older",1.2
"20 years and older (age adjusted)",1.2
