Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13923,13.6,0.15,11.4,4929,12.8,0.27,10.3,7770,13.9,0.18,11.8
"Under 6 years",3410,7.6,0.1,6.9,1564,7.9,0.16,7.2,1548,7.4,0.14,6.7
"6–11 years",1581,10.8,0.26,9.8,713,11.4,0.41,10.3,746,10.7,0.3,9.8
"12–19 years",1462,14.9,0.62,12.4,634,12.7,0.4,10.8,674,15.6,0.86,12.8
"20–59 years",5019,15.1,0.18,12.9,1390,15.6,0.51,12.6,3226,15,0.19,13
"60 years and over",2451,12.6,0.41,10.3,628,10.4,0.47,8.4,1576,13,0.53,10.6
