Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,1.7,0.02,1.5,5767,1.7,0.03,1.5,8001,1.7,0.02,1.5
"Under 6 years",3461,1.7,0.02,1.6,1581,1.7,0.03,1.6,1580,1.7,0.03,1.6
"6–11 years",1553,1.9,0.03,1.7,733,1.9,0.05,1.8,693,1.8,0.04,1.7
"12–19 years",1659,1.8,0.05,1.6,711,1.8,0.08,1.5,796,1.7,0.06,1.6
"20–59 years",5921,1.7,0.03,1.5,1939,1.6,0.05,1.4,3484,1.7,0.03,1.5
"60 years and over",2588,1.6,0.03,1.5,803,1.6,0.07,1.3,1448,1.7,0.03,1.5
