Age,Median
"All ages",7.1
"2–11 months",11.7
"1–2 years",4.2
"3–5 years",5.2
"6–11 years",6.1
"12–15 years",7.3
"16–19 years",8.2
"20–29 years",7.8
"30–39 years",8.3
"40–49 years",7.9
"50–59 years",7.1
"60–69 years",6.5
"70–79 years",6.2
"80 years and over",6
