Age,Median
"All ages",6.2
"2–11 months",11.4
"1–2 years",3.9
"3–5 years",4.9
"6–11 years",5.9
"12–15 years",6.7
"16–19 years",6.1
"20–29 years",6.8
"30–39 years",6.8
"40–49 years",6.8
"50–59 years",6
"60–69 years",5.8
"70–79 years",5.7
"80 years and over",5.7
