Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29105,1.3,0.01,1.1,10696,1.2,0.01,1,15771,1.3,0.01,1.2
"Under 6 years",6871,0.8,0.01,0.7,3145,0.8,0.02,0.8,3128,0.8,0.01,0.7
"6–11 years",3134,1.1,0.02,1,1446,1.1,0.03,1,1439,1.1,0.03,1
"12–19 years",3121,1.3,0.03,1.1,1345,1.2,0.04,1.1,1470,1.3,0.03,1.2
"20–59 years",10940,1.4,0.02,1.2,3329,1.4,0.03,1.1,6710,1.5,0.02,1.3
"60 years and over",5039,1.2,0.02,1.1,1431,1,0.02,0.9,3024,1.3,0.02,1.1
