| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 63.91          |
| 12–15 | 69.91          |
| 16–19 | 70.07          |
| 20–29 | 66.23          |
| 30–39 | 64.58          |
| 40–49 | 65.16          |
| 50–59 | 65.41          |
| 60–69 | 66.34          |
| 70–79 | 67.03          |
| 80+   | 67.26          |
