Age,"Standard error"
"8–11 years",63.91
"12–15 years",69.91
"16–19 years",70.07
"20–29 years",66.23
"30–39 years",64.58
"40–49 years",65.16
"50–59 years",65.41
"60–69 years",66.34
"70–79 years",67.03
"80 years and over",67.26
