Age,"Standard error"
"7-74 years",1.14
"7-11 years",1.73
"12-17 years",1.6
"18-24 years",1.67
"25-34 years",1.31
"35-44 years",1.18
"45-54 years",2.81
"55-64 years",2.84
"65-74 years",2.07
