| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 21.1 | 23.5 | 24.8 | 27.3 | 32.6 | 39.2 | 42.6 | 44.7 | 47.2 |
| 12–15 | 16.8 | 18.3 | 19.7 | 22.2 | 27.9 | 35.7 | 38.9 | 42   | 45.3 |
| 16–19 | 14.7 | 16.2 | 17.3 | 19.3 | 24.2 | 31   | 34   | 36   | 39.9 |
| 20–39 | 16.3 | 18.7 | 19.9 | 22.3 | 26.7 | 30.8 | 33.6 | 35.4 | 38.4 |
| 40–59 | 18.9 | 21   | 22.2 | 23.9 | 27.6 | 31.3 | 33.3 | 34.8 | 37.2 |
| 60–79 | 20.7 | 22.4 | 23.6 | 25.3 | 28.9 | 33.3 | 35.7 | 37.5 | 39.6 |
| 80+   | 21.7 | 23.4 | 24.7 | 26.7 | 30   | 33.9 | 36   | 37.5 | 40.5 |
| 20+   | 18   | 20.1 | 21.5 | 23.6 | 27.6 | 31.6 | 34   | 35.6 | 38.3 |
