| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 4.1  | 4.5  | 4.8  | 5.2  | 6.5  | 8.1  | 9.2  | 10.1 | 11.4 |
| 12–15 | 6.4  | 7.2  | 7.8  | 8.8  | 10.8 | 13.1 | 14.8 | 16   | 17.9 |
| 16–19 | 9.3  | 9.9  | 10.2 | 11.1 | 13   | 15.5 | 17.2 | 18.2 | 20.4 |
| 20–39 | 9.7  | 10.4 | 11   | 11.9 | 13.8 | 16.1 | 17.5 | 18.6 | 21   |
| 40–59 | 10.2 | 11   | 11.5 | 12.3 | 13.8 | 16   | 17.2 | 18   | 19.6 |
| 60–79 | 9.5  | 10.2 | 10.6 | 11.5 | 13.2 | 15   | 16.2 | 17   | 18.2 |
| 80+   | 8.6  | 9.3  | 9.7  | 10.3 | 11.5 | 13   | 14   | 14.8 | 15.9 |
| 20+   | 9.8  | 10.5 | 11.1 | 11.9 | 13.6 | 15.8 | 17.1 | 18   | 19.8 |
