Age,Mean
"8–11 years",23
"12–15 years",33.8
"16–19 years",36.8
"20–39 years",39.4
"40–59 years",40.1
"60–79 years",37.4
"80 years and older",33.5
"20 years and older (crude)",39
"20 years and older (age adjusted)",39
