| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 23   |
| 12–15              | 33.8 |
| 16–19              | 36.8 |
| 20–39              | 39.4 |
| 40–59              | 40.1 |
| 60–79              | 37.4 |
| 80+                | 33.5 |
| 20+                | 39   |
| 20+ (age adjusted) | 39   |
