Age,Mean
"8–11 years",23.3
"12–15 years",39.7
"16–19 years",52.4
"20–39 years",56.4
"40–59 years",57.4
"60–79 years",53.7
"80 years and older",46.8
"20 years and older (crude)",56
"20 years and older (age adjusted)",55.8
