| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 23.3 |
| 12–15              | 39.7 |
| 16–19              | 52.4 |
| 20–39              | 56.4 |
| 40–59              | 57.4 |
| 60–79              | 53.7 |
| 80+                | 46.8 |
| 20+                | 56   |
| 20+ (age adjusted) | 55.8 |
