Age,"Standard error"
"All ages",1.1
"2–11 months",1
"1–2 years",1.4
"3–5 years",1.5
"6–11 years",2.1
"12–15 years",3.8
"16–19 years",2.4
"20–29 years",2.4
"30–39 years",2.2
"40–49 years",2.2
"50–59 years",2.3
"60–69 years",1.7
"70–79 years",1.4
"80 years and over",1.6
