Age,"Standard error"
"All ages",1.2
"2–11 months",0.7
"1–2 years",0.9
"3–5 years",1.3
"6–11 years",2.2
"12–15 years",3.8
"16–19 years",3.2
"20–29 years",2.3
"30–39 years",2
"40–49 years",3.2
"50–59 years",2.3
"60–69 years",1.8
"70–79 years",1.8
"80 years and over",1.6
