Age,"Standard error"
"All ages",1.6
"2–11 months",0.8
"1–2 years",1.4
"3–5 years",1.6
"6–11 years",3.2
"12–15 years",5.4
"16–19 years",5.1
"20–29 years",3.7
"30–39 years",2.8
"40–49 years",5.4
"50–59 years",3.8
"60–69 years",2.4
"70–79 years",3.2
"80 years and over",2.3
