| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 13.26          |
| 12–15 | 17.1           |
| 16–19 | 18.31          |
| 20–29 | 19.87          |
| 30–39 | 22.8           |
| 40–49 | 21.31          |
| 50–59 | 21.15          |
| 60–69 | 20.64          |
| 70–79 | 18.81          |
| 80+   | 16.45          |
