Age,"Standard error"
"8–11 years",13.26
"12–15 years",17.1
"16–19 years",18.31
"20–29 years",19.87
"30–39 years",22.8
"40–49 years",21.31
"50–59 years",21.15
"60–69 years",20.64
"70–79 years",18.81
"80 years and over",16.45
