Age,"Standard error"
"8–11 years",11.76
"12–15 years",20.35
"16–19 years",21.21
"20–29 years",26.86
"30–39 years",26.73
"40–49 years",26.86
"50–59 years",25.52
"60–69 years",25.23
"70–79 years",23.07
"80 years and over",20.74
