Age,Mean
"8–11 years",10.5
"12–15 years",15
"16–19 years",17.5
"20–39 years",22.2
"40–59 years",25.3
"60–79 years",26.3
"80 years and older",22.7
"20 years and older",24.1
"20 years and older (age adjusted)",24.1
