Age,Mean
"8–11 years",12.5
"12–15 years",18.7
"16–19 years",22.7
"20–39 years",27.8
"40–59 years",31.4
"60–79 years",31.1
"80 years and older",25.5
"20 years and older",29.8
"20 years and older (age adjusted)",29.7
