| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 12.5 |
| 12–15              | 18.7 |
| 16–19              | 22.7 |
| 20–39              | 27.8 |
| 40–59              | 31.4 |
| 60–79              | 31.1 |
| 80+                | 25.5 |
| 20+                | 29.8 |
| 20+ (age adjusted) | 29.7 |
