| Age               | Mean |
| ----------------- | ---- |
| All ages          | 11.8 |
| 2–11 months       | 3    |
| 1–2 years         | 6.2  |
| 3–5 years         | 7.3  |
| 6–11 years        | 9.1  |
| 12–15 years       | 10.1 |
| 16–19 years       | 11.3 |
| 20–29 years       | 12.6 |
| 30–39 years       | 13.4 |
| 40–49 years       | 13   |
| 50–59 years       | 13.3 |
| 60–69 years       | 13.1 |
| 70–79 years       | 12.3 |
| 80 years and over | 11.9 |
