Age,Mean
"All ages",9
"2–11 months",2.6
"1–2 years",5.4
"3–5 years",6.9
"6–11 years",8.2
"12–15 years",8.3
"16–19 years",8.3
"20–29 years",8.8
"30–39 years",9.5
"40–49 years",9.5
"50–59 years",10
"60–69 years",10.4
"70–79 years",10.5
"80 years and over",9.7
