| Age               | Mean |
| ----------------- | ---- |
| All ages          | 10.4 |
| 2–11 months       | 2.8  |
| 1–2 years         | 5.8  |
| 3–5 years         | 7.1  |
| 6–11 years        | 8.7  |
| 12–15 years       | 9.2  |
| 16–19 years       | 9.8  |
| 20–29 years       | 10.7 |
| 30–39 years       | 11.4 |
| 40–49 years       | 11.2 |
| 50–59 years       | 11.6 |
| 60–69 years       | 11.6 |
| 70–79 years       | 11.3 |
| 80 years and over | 10.5 |
