Age,"Standard error"
"8–11 years",0.077
"12–15 years",0.12
"16–19 years",0.108
"20–29 years",0.107
"30–39 years",0.107
"40–49 years",0.1
"50–59 years",0.107
"60–69 years",0.109
"70–79 years",0.108
"80 years and over",0.112
