Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13922,12.7,0.1,12.7,4929,12.6,0.14,12.6,7769,12.8,0.11,12.8
"Under 6 years",3410,11.7,0.12,11.7,1564,12.2,0.18,12.2,1548,11.4,0.14,11.4
"6–11 years",1581,12.7,0.12,12.5,713,12.8,0.17,12.8,746,12.5,0.16,12.4
"12–19 years",1461,12.7,0.15,12.7,634,13.2,0.28,13.1,673,12.6,0.19,12.5
"20–59 years",5019,13,0.15,13,1390,12.3,0.19,12.4,3226,13.1,0.16,13.1
"60 years and over",2451,12.6,0.14,12.6,628,13.1,0.34,13,1576,12.5,0.15,12.4
