Age,Mean
"8–11 years",4.3
"12–15 years",6.2
"16–19 years",8
"20–39 years",11.5
"40–59 years",14.1
"60–79 years",15.1
"80 years and older",12.6
"20 years and older (crude)",13.2
"20 years and older (age adjusted)",13.2
