| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 4.3  |
| 12–15              | 6.2  |
| 16–19              | 8    |
| 20–39              | 11.5 |
| 40–59              | 14.1 |
| 60–79              | 15.1 |
| 80+                | 12.6 |
| 20+                | 13.2 |
| 20+ (age adjusted) | 13.2 |
