| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 5.1  |
| 12–15              | 8.1  |
| 16–19              | 10.1 |
| 20–39              | 13.2 |
| 40–59              | 15.5 |
| 60–79              | 15.7 |
| 80+                | 12.5 |
| 20+                | 14.6 |
| 20+ (age adjusted) | 14.5 |
