Age,"Standard error"
"All ages",0.14
"2–11 months",0.25
"1–2 years",0.14
"3–5 years",0.18
"6–11 years",0.23
"12–15 years",0.7
"16–19 years",0.51
"20–29 years",0.26
"30–39 years",0.3
"40–49 years",0.32
"50–59 years",0.41
"60–69 years",0.41
"70–79 years",0.33
"80 years and over",0.38
