| Age   | Mean |
| ----- | ---- |
| 2     | 3.6  |
| 3     | 3.8  |
| 4     | 3.9  |
| 5     | 4.1  |
| 6     | 4.2  |
| 7     | 4.4  |
| 8     | 4.5  |
| 9     | 4.7  |
| 10    | 4.8  |
| 11    | 5    |
| 12    | 5.3  |
| 13    | 5.5  |
| 14    | 5.7  |
| 15    | 5.7  |
| 16    | 5.7  |
| 17    | 5.8  |
| 18    | 5.8  |
| 19    | 5.8  |
| 20+   | 5.9  |
| 20–29 | 5.8  |
| 30–39 | 5.9  |
| 40–49 | 5.9  |
| 50–59 | 6    |
| 60–69 | 6.1  |
| 70–79 | 6.1  |
| 80+   | 6.1  |
