Age,Mean
Birth,3.29
"2 months",5.44
"3 months",6.34
"4 months",6.74
"5 months",7.28
"6 months",7.66
"7 months",8.04
"8 months",8.3
"9 months",8.85
"10 months",9.03
"11 months",9.26
"12–14 months",9.79
"15–17 months",10.42
"18–20 months",11.11
"21–23 months",11.81
"24–29 months",12.48
"30–35 months",13.61
