| Age     | Mean  |
| ------- | ----- |
| 0       | 3.41  |
| 2m      | 6.47  |
| 3m      | 6.96  |
| 4m      | 7.15  |
| 6m      | 7.93  |
| 6m      | 8.41  |
| 7m      | 8.64  |
| 8m      | 9.26  |
| 9m      | 9.33  |
| 10m     | 9.46  |
| 11m     | 9.98  |
| 12m-14m | 10.59 |
| 15m-17m | 11.39 |
| 18m-20m | 12.07 |
| 21m-23m | 12.43 |
| 24m-29m | 13.14 |
| 30m-35m | 13.96 |
