Age,Mean
"7-74 years",77.4
"7-11 years",65.6
"12-17 years",70.1
"18-24 years",72
"25-34 years",76
"35-44 years",81.3
"45-54 years",84.2
"55-64 years",87.2
"65-74 years",87.1
"Age-adjusted value",77.5
