Age,"Standard error"
"8–11 years",168.87
"12–15 years",297.32
"16–19 years",213.81
"20–29 years",208.88
"30–39 years",205.62
"40–49 years",187.23
"50–59 years",191.56
"60–69 years",194.85
"70–79 years",196.23
"80 years and over",191.35
