Age,"Standard error"
"8–11 years",184.41
"12–15 years",187.05
"16–19 years",177.4
"20–29 years",165.67
"30–39 years",162.27
"40–49 years",163.1
"50–59 years",162.75
"60–69 years",173.94
"70–79 years",173.74
"80 years and over",180.29
