Age,Mean
"8–11 years",3.7
"12–15 years",4.1
"16–19 years",4.3
"20–39 years",4.4
"40–59 years",4.4
"60–79 years",4.2
"80 years and older",4
"20 years and older (crude)",4.3
"20 years and older (age adjusted)",4.3
