Age,Mean
"8–11 years",3.9
"12–15 years",4.4
"16–19 years",4.9
"20–39 years",5.1
"40–59 years",5.2
"60–79 years",5.1
"80 years and older",4.8
"20 years and older (crude)",5.1
"20 years and older (age adjusted)",5.1
