Age,Mean
"All ages",92
"2–11 months",58
"1–2 years",37
"3–5 years",49
"6–11 years",61
"12–15 years",73
"16–19 years",74
"20–29 years",98
"30–39 years",113
"40–49 years",104
"50–59 years",118
"60–69 years",99
"70–79 years",96
"80 years and over",90
