Age,"Standard error"
"2 years",0.1
"3 years",0.09
"4 years",0.09
"5 years",0.11
"6 years",0.19
"7 years",0.19
"8 years",0.21
"9 years",0.25
"10 years",0.23
"11 years",0.25
"12 years",0.33
"13 years",0.37
"14 years",0.53
"15 years",0.38
"16 years",0.41
"17 years",0.43
"18 years",0.37
"19 years",0.4
"20 years and older",0.07
"20–29 years",0.12
"30–39 years",0.13
"40–49 years",0.14
"50–59 years",0.15
"60–69 years",0.13
"70–79 years",0.15
"80 years and older",0.17
