Age,"Standard error"
"2 years",0.11
"3 years",0.11
"4 years",0.13
"5 years",0.12
"6 years",0.19
"7 years",0.27
"8 years",0.27
"9 years",0.3
"10 years",0.28
"11 years",0.29
"12 years",0.37
"13 years",0.35
"14 years",0.34
"15 years",0.41
"16 years",0.41
"17 years",0.36
"18 years",0.39
"19 years",0.49
"20 years and older",0.07
"20–29 years",0.12
"30–39 years",0.14
"40–49 years",0.15
"50–59 years",0.18
"60–69 years",0.16
"70–79 years",0.17
"80 years and older",0.19
