Age,"Standard error"
"All ages",0.07
"2–11 months",0.15
"1–2 years",0.13
"3–5 years",0.12
"6–11 years",0.14
"12–15 years",0.19
"16–19 years",0.21
"20–29 years",0.16
"30–39 years",0.15
"40–49 years",0.18
"50–59 years",0.16
"60–69 years",0.16
"70–79 years",0.19
"80 years and over",0.16
