| Age               | Mean |
| ----------------- | ---- |
| All ages          | 15.1 |
| 2–11 months       | 11.1 |
| 1–2 years         | 15   |
| 3–5 years         | 14.3 |
| 6–11 years        | 14.4 |
| 12–15 years       | 13.8 |
| 16–19 years       | 14.3 |
| 20–29 years       | 14.6 |
| 30–39 years       | 15.2 |
| 40–49 years       | 15.3 |
| 50–59 years       | 16.2 |
| 60–69 years       | 16.2 |
| 70–79 years       | 16.2 |
| 80 years and over | 15.8 |
