Age,"Standard error"
"All ages",0.03
"2–11 months",0.02
"1–2 years",0.04
"3–5 years",0.06
"6–11 years",0.06
"12–15 years",0.09
"16–19 years",0.1
"20–29 years",0.07
"30–39 years",0.06
"40–49 years",0.06
"50–59 years",0.11
"60–69 years",0.07
"70–79 years",0.1
"80 years and over",0.09
