| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 20.5 | 22.9 | 24.5 | 27.2 | 34   | 42.2 | 45.6 | 47.6 | 49.9 |
| 12–15 | 21   | 23   | 24.6 | 28   | 34.4 | 40.8 | 44   | 46.4 | 49.8 |
| 16–19 | 24.1 | 26.7 | 28.4 | 31.2 | 36.8 | 42.9 | 46.4 | 48.2 | 51.8 |
| 20–39 | 26   | 29.4 | 31.2 | 34.7 | 40.6 | 46.6 | 49.9 | 51.9 | 54.6 |
| 40–59 | 29.7 | 33.1 | 35.6 | 38.6 | 44.2 | 49.5 | 52.1 | 54.3 | 57.4 |
| 60–79 | 34.3 | 37.3 | 39.2 | 42.1 | 47.4 | 52.3 | 54.6 | 56   | 58.2 |
| 80+   | 28.6 | 32.7 | 36   | 39.6 | 45.8 | 51.2 | 53.8 | 54.9 | 57.7 |
| 20+   | 28.4 | 31.7 | 34.3 | 37.6 | 43.7 | 49.5 | 52.3 | 54.2 | 56.9 |
