| Age               | Mean |
| ----------------- | ---- |
| All ages          | 5    |
| 2–11 months       | 2.6  |
| 1–2 years         | 3.2  |
| 3–5 years         | 3.6  |
| 6–11 years        | 4.2  |
| 12–15 years       | 5.1  |
| 16–19 years       | 5.6  |
| 20–29 years       | 5.6  |
| 30–39 years       | 5.6  |
| 40–49 years       | 5.4  |
| 50–59 years       | 5.2  |
| 60–69 years       | 5    |
| 70–79 years       | 4.3  |
| 80 years and over | 4.3  |
