Age,Mean
"All ages",6.1
"2–11 months",2.7
"1–2 years",3.3
"3–5 years",3.9
"6–11 years",4.6
"12–15 years",6.2
"16–19 years",7.5
"20–29 years",7
"30–39 years",6.6
"40–49 years",6.9
"50–59 years",6.3
"60–69 years",6.1
"70–79 years",5.3
"80 years and over",5.5
