Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13923,1.5,0.02,1.3,4929,1.3,0.02,1.1,7770,1.5,0.02,1.4
"Under 6 years",3410,0.8,0.01,0.8,1564,0.8,0.02,0.8,1548,0.8,0.02,0.8
"6–11 years",1581,1.1,0.03,1,713,1.2,0.04,1.1,746,1.1,0.04,1
"12–19 years",1462,1.5,0.03,1.3,634,1.3,0.04,1.2,674,1.5,0.04,1.3
"20–59 years",5019,1.7,0.02,1.5,1390,1.6,0.05,1.4,3226,1.7,0.02,1.5
"60 years and over",2451,1.4,0.03,1.2,628,1.1,0.03,1,1576,1.5,0.04,1.3
