Age,"Standard error"
"8–11 years",66.04
"12–15 years",70.46
"16–19 years",62.88
"20–29 years",64.67
"30–39 years",67.03
"40–49 years",67.21
"50–59 years",66.15
"60–69 years",68.82
"70–79 years",63.37
"80 years and over",60.87
