| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 52.69          |
| 12–15 | 103.89         |
| 16–19 | 76             |
| 20–29 | 78.46          |
| 30–39 | 78.29          |
| 40–49 | 75.69          |
| 50–59 | 76.39          |
| 60–69 | 78.05          |
| 70–79 | 76.5           |
| 80+   | 73.31          |
