Age,"Standard error"
"8–11 years",52.69
"12–15 years",103.89
"16–19 years",76
"20–29 years",78.46
"30–39 years",78.29
"40–49 years",75.69
"50–59 years",76.39
"60–69 years",78.05
"70–79 years",76.5
"80 years and over",73.31
