Age,"Standard error"
"All ages",52.9
"2–11 months",91.1
"1–2 years",52.4
"3–5 years",75.1
"6–11 years",104.4
"12–15 years",269
"16–19 years",177.5
"20–29 years",157.8
"30–39 years",118.8
"40–49 years",114.7
"50–59 years",165.7
"60–69 years",125.9
"70–79 years",154.6
"80 years and over",188.1
